title,article,source,published_date,url,query,about_president,via_wayback
Togo: Victoire Dogbe Appointed to Lead Transitional Government,"(Togo First) - Yesterday, President Faure Essozimna Gnassingbé appointed Victoire Sidémého Tomegah-Dogbé as Prime Minister to lead the transitional government outlined in the new constitution adopted on May 6, 2024. This transitional period is expected to last until the end of the year when the new constitution will fully take effect.

Victoire Tomegah-Dogbé has served as Prime Minister since 2020. During her tenure, the government has launched several initiatives to improve infrastructure, promote social inclusion, and strengthen Togo's economic resilience against global challenges. Her government resigned on May 21, following parliamentary elections held on April 29, with final results announced on May 13.

A new government is anticipated to be announced in the coming days.",www.togofirst.com,"Fri, 02 Aug 2024 07:00:00 GMT",https://www.togofirst.com/en/politics/0208-14550-togo-victoire-dogbe-appointed-to-lead-transitional-government,Faure Essozimna Gnassingbé,yes,no
"Obasanjo, Touadéra, Mnangagwa, Mswati III, Gnassingbé, Nana Akufo-Addo,… bageze mu Rwanda","Bamwe baraye bahageze ku wa Gatandatu tariki 10 Kanama 2024, abandi bahagera kuri iki Cyumweru ku munsi nyirizina w’ibirori.

Perezida wa Zimbabwe, Emmerson Mnangagwa ari mu bageze i Kigali ku mugoroba wo ku wa Gatandatu, ndetse agirana ibiganiro na Perezida Kagame, byibanze ku kurushaho kwagura ubutwererane n’imikoranire myiza isanzwe hagati y’u Rwanda na Zimbabwe.

Perezida wa Santarafurika, Faustin-Archange Touadéra, na we yaraye ageze i Kigali aho yitabiriye ibirori by’Irahira rya Perezida Paul Kagame. Ubwo yari ageze ku kibuga mpuzamahanga cy’indege i Karombe, yakiriwe n’Umunyamabanga wa Leta muri Minisiteri y’Uburezi, Irere Claudette.

Perezida w’Inteko Ishinga Amategeko ya Algeria, Ibrahim Boughali, ni we waje nk’intumwa y’icyo gihugu mu birori byo kurahira kwa Perezida Paul Kagame.

Perezida wa Ghana, Nana Akufo-Addo, na we yageze i Kigali aho yitabiriye ibirori by’Irahira rya Perezida Paul Kagame.

Ku Kibuga cy’Indege Mpuzamahanga cya Kigali, yakiriwe na Minisitiri w’Imari n’Igenamigambi, Yusuf Murangwa.

Perezida wa Togo, Faure Essozimna Gnassingbé, na we ari i Kigali aho yitabiriye ibirori by’Irahira rya Perezida Kagame. Ku Kibuga cy’Indege Mpuzamahanga cya Kigali yakiriwe na Minisitiri w’Ububanyi n’Amahanga n’Ubutwererane, Ambasaderi Olivier Nduhungirehe.

Visi Perezida wa Uganda, Jessica Alupo, yageze i Kigali anyuze ku Mupaka wa Gatuna. Yakiriwe n’Umunyamabanga wa Leta muri Minisiteri y’Ibidukikije, Dr. Claudine Uwera wari kumwe na Ambasaderi wa Uganda mu Rwanda, Maj Gen (Rtd) Robert Rusoke.

Umwami wa Eswatini, Mswati III na we yageze i Kigali aho yitabiriye ibirori by’Irahira rya Perezida Paul Kagame. Yaserutse mu myambaro gakondo ijyanye n’umuco w’icyo gihugu. Ageze ku Kibuga cy’Indege Mpuzamahanga cya Kigali, yakiriwe na Minisitiri w’Ububanyi n’Amahanga n’Ubutwererane, Amb. Olivier Nduhungirehe.

Visi Perezida wa Malawi, Dr Michael Usi , na we yageze muri gahunda y’ibirori by’Irahira rya Perezida Paul Kagame.

Ku Kibuga cy’Indege Mpuzamahanga cya Kigali yakiriwe n’Umunyamabanga wa Leta muri Minisiteri y’Uburezi, Irere Claudette.

Olusegun Obasanjo wabaye Perezida wa Nigeria ubwo yari ageze i Kigali mu birori by’Irahira rya Perezida Paul Kagame, yakiriwe na Minisitiri w’Ubutabera, Dr Ugirashebuja Emmanuel.

Biteganyijwe ko ibirori byo kurahira kwa Perezida Kagame byitabirwa n’Abakuru b’Ibihugu na za Guverinoma 22, ba Visi Perezida batatu b’Ibihugu, ba Minisitiri b’Intebe babiri, Minisitiri w’Intebe Wungirije umwe, ba Perezida babiri b’Inteko zishinga Amategeko, Abayobozi batanu b’Imiryango Mpuzamahanga ndetse n’Imiryango yo mu Karere, n’izindi ntumwa nyinshi zitandukanye.

Kureba abandi banyacyubahiro bitabiriye ibi birori, kanda HANO",www.kigalitoday.com,"Sun, 11 Aug 2024 07:00:00 GMT",https://www.kigalitoday.com/amakuru/mu-rwanda/article/obasanjo-touadera-mnangagwa-mswati-iii-gnassingbe-nana-akufo-addo-bageze-mu-rwanda,Faure Essozimna Gnassingbé,yes,no
Presidential Inauguration 2024 In Photos: President-Elect Paul Kagame Set To Take Oath Of Office - KT PRESS,"The newly-refurbished Amahoro National Stadium is packed to the brim. Photos/Eric Ruzindana/KT.

President-elect Paul Kagame is set to take oath of office at the fully packed Amahoro National Stadium where more than 22 Heads of Governments or representatives of governments joined more 45,000 Rwandans to witness the swearing-in ceremony, following the July 14 Presidential elections which he won by 99.18 percent.

By press time, many of the Heads of States had made their way into the newly-refurbished stadium, where President Kagame will commit to the next five years as Head of State. The oath-taking ceremony will be administered by the Chief Justice, Dr. Faustin Ntezilyayo, as stipulated in the constitution.

Upon arrival with his family, President Kagame will inspect a guard of honour before proceeding to take oath and receive instruments of power from the Chief Justice.

Presidents Samia Suluhu Hassan of Tanzania, William Samoei Ruto, Wavel Ramkalawan of Seycheles, Gen. Clotaire Oligui Nguema of Gabon and Gen Mamadou Doumbouya of Guinée-Conakry ;were among those who had found their way to the stadium while more Heads of State were still arriving.

The swearing-in ceremony is featuring a spectacular Rwanda Defence Force (RDF) and Rwanda National Police (RNP) parade and performances by musicians including King James, Bwiza and many others.

Other Heads of State present include Andry Rajoelina of Madagascar, João Lourenço of Angola, Denis Sassou N’guesso of Congo-Brazzaville,  Faustin-Archange Touadéra of the Central African Republic (CAR), Philippe Nyusi of Mozambique, Sahle-Work Zewde of Ethiopia and Ismaïl Omar Guelleh of Djibouti.

The military and police parade excited inauguration attendees.

More leaders include Presidents Hassan Cheikh Mohamoud of Somalia, Salva Kiir Mayardit of South Sudan, who is also the Chairperson of the East African Community (EAC), Gen Abdel Fattah al-Burhane od Sudan, King Mswati III of Eswatini, Mokgweetsi Masisi of Botswana, Hakainde Hichilema of Zambia and Emmerson Mnangagwa of Zimbabwe.

Other Heads of State attending include Nana Akufo-Addo of Ghana and Umaro Sissoco Embaló of Guinée-Bissau, Faure Essozimna Gnassingbé of Togo, while South Africa is represented by Minister of Finance and Economic Planning Maropene Ramokgopa, Prime Minister Ousmane Sonko of Sénégal, Vice President Jessica Rose Epel Alupo of Uganda, who is accompanied by Gen Muhoozi Kainerugaba.

Prime Minister Patrice Trovoada is representing Sao Tomé & Principe while Mali is represented by Minister of Foreign Affairs, Abdoulaye Diop. Other dignitaries present include Olusegun Obasanjo, former President of Nigeria, Vice Presient Tiémoko Meyliet Koné of Côte d’Ivoire and Moussa Faki Mahamat, Chairperson of the African Union Commission (AUC).

The Secretary General of the Organisation internationale de la Francophonie, Louise Mushikiwabo is also in attendance while Algeria is represented by Speaker of Parliament, Ibrahim Boughali.",www.ktpress.rw,2024-08-11,https://www.ktpress.rw/2024/08/presidential-inauguration-2024-in-photos-president-elect-paul-kagame-set-to-take-oath-of-office/,Faure Essozimna Gnassingbé,yes,no
Samia arrives in Kigali for Kagame's inauguration - Daily News,"KIGALI : President Samia Suluhu Hassan arrived at Kigali International Airport today to attend the inauguration of Rwandan President-elect Paul Kagame.

The event, taking place at Amahoro Stadium, is expected to draw over 40,000 attendees, including more than 23 Heads of State from across the continent.

Notable arrivals include President Emmerson Mnangagwa of Zimbabwe, South Sudan’s Salva Kiir Mayardit, and Guinea-Bissau’s Umaro Sissoco Embaló.

Other distinguished leaders in attendance are Botswana’s President Mokgweetsi Masisi, Ghana’s President Nana Akufo-Addo, Central African Republic’s President Faustin-Archange Touadéra, and Togo’s President Faure Essozimna Gnassingbé. King Mswati III of Eswatini and Gabon’s Transitional President General Brice Oligui Nguema are also among the prominent guests.

Uganda’s Chief of Defence Forces General Muhoozi Kainerugaba, Côte d’Ivoire’s Vice-President Tiemoko Meyliet Koné, Guinea’s President Mamadi Doumbouya, and Sao Tome and Principe’s Prime Minister Patrice Trovoada have also arrived in Rwanda for the event.

ALSO READ: Samia to attend Kagame’s inauguration tomorrow

Kagame was declared the winner of the election with 8,822,794 votes (99.18 percent).

His closest challenger, Habineza Frank, garnered 44,479 votes, while the third candidate, Mpayimana Philippe, received only 28,466 votes.",dailynews.co.tz,2024-08-11,https://dailynews.co.tz/samia-arrives-in-kigali-for-kagames-inauguration/,Faure Essozimna Gnassingbé,yes,no
Togo Achieves Significant Progress in 2025 Roadmap Implementation,"(Togo First) - Togo has made significant progress in implementing its 2025 government roadmap, launched 4 years ago. Prime Minister Victoire Dogbé presented some of the roadmap’s achievements to the National Assembly on August 23.

According to Dogbé, implementation has faced major challenges, including the COVID-19 pandemic, climate change effects, the Russia-Ukraine conflict, and a volatile security situation in West Africa. However, she maintains that ""despite these obstacles, Togo's economy has displayed remarkable robustness.""

Indeed, Togo's economic growth rose from 2% in 2020 to 6.4% in 2023, with a projection of 6.6% for 2024. ""This performance was underpinned by a substantial increase in public investment, which reached CFA559.3 billion in 2024, compared with CFA394.2 billion in 2020,” PM Dogbé said.

Je remercie l’AN pour le vote de confiance suite à la présentation de la Déclaration de la Politique Générale. Nous avons pu présenter les avancées de la FDR 2025 ainsi que les actions à mener pour baliser la voie à l'installation des institutions de la Ve république. pic.twitter.com/4pgSvnrysK

Around 200 health facilities were renovated and built under the program. These include the Dogta Lafiè referral hospital and eleven epidemic treatment centers. Also, over 1,200 health professionals were recruited to improve care quality, and social programs like ""School Assur"" and ""Wezou"" have benefited 900,000 schoolchildren and 575,000 pregnant women, respectively. Universal health insurance, introduced in October 2021, has covered the formal private sector since January 2024.

The primary school completion rate reached 94.6% in 2024, up from 87% in 2020. Over 11,300 teachers have been recruited and trained, and more than 4,600 classrooms have been built or renovated. The government has also canceled registration fees for exams and tuition fees in public junior and high schools.

Social programs benefited 900,000 schoolchildren and 575,000 pregnant women. Universal health insurance now covers the formal private sector.

According to the head of government, the agricultural sector has experienced significant growth, with a 15% increase in cereal production from 2020 to 2023. ""These results are due to the development of 35,000 hectares of farmland, the distribution of subsidized inputs, and the introduction of mechanization through the construction of specialized regional centers,"" Dogbé told deputies.

Conformément à la vision de SEM Faure Essozimna Gnassingbé, Président de la République, nous continuerons de mobiliser toutes les énergies autour des priorités nationales pour le bien-être des populations. pic.twitter.com/blCqUnlap4 — Victoire Dogbe (@DogbeVictoire) August 24, 2024

Conformément à la vision de SEM Faure Essozimna Gnassingbé, Président de la République, nous continuerons de mobiliser toutes les énergies autour des priorités nationales pour le bien-être des populations. pic.twitter.com/blCqUnlap4

On the industrial front, the Plateforme Industrielle d'Adétikopé (PIA) has developed over 410 hectares, housing more than twenty industrial units focused on agro-industry and logistics. Since 2020, investments in companies approved as free zones and subject to the investment code have reached CFA346 billion, creating around 5,500 jobs.

Between 2020 and 2023, Togo strengthened its position as a logistics hub. Over the period, passenger traffic at the Lomé airport stood at 1.35 million per year. In parallel, the port of Lomé increased its tonnage handled from 25 million to 30 million tonnes.

Road infrastructure also improved: 828 km of national roads and 4,200 km of rural tracks were built and renovated.

Togo has increased its environmental preservation efforts by planting around 19.5 million trees and restoring over a million hectares of degraded ecosystems.

The introduction of electric vehicles, which now make up 6% of the vehicle fleet, helps reduce greenhouse gas emissions.

In response to rising security threats since 2021, Togo has adopted a comprehensive approach that includes prevention, protection, and addressing vulnerabilities. This has strengthened the operational capabilities of the defense and security forces through a military programming law.

The Emergency Program to Strengthen Community Resilience and Security (PURS), initially launched in the Savanes region, has now expanded to the entire country, with a projected budget of CFA326 billion. Togo's cabinet plans to reinforce these initiatives to meet national needs in line with the government's roadmap.",www.togofirst.com,"Wed, 28 Aug 2024 07:00:00 GMT",https://www.togofirst.com/en/public-management/2808-14662-togo-achieves-significant-progress-in-2025-roadmap-implementation,Faure Essozimna Gnassingbé,yes,no
Togo unveils new government to lead transition to parliamentary system - Icilome,"On August 20, 2024, Togo marked a significant political milestone with the announcement of its new government, following the controversial constitutional amendment ratified on May 6 of this year. This newly appointed executive body is tasked with guiding the country through its transition to the 5th Republic. The reshuffle is notable, featuring the departure of 13 ministers and the introduction of 11 new figures into the government. Leading the transition is former Prime Minister Victoire Tomegah-Dogbé, who will preside over a cabinet that, while retaining some familiar faces, places them in new roles. Among those serving under the Presidency are Kokou Edem Tengue and Pascal Bodjona, the former Minister of Territorial Administration. Pascal Akoussoulèlou Bodjona resumed work with the ruling party on December 29 last year, when he was promoted by President Faure Essozimna Gnassingbé to the position of Special Advisor in charge of political affairs. In this new government structure, the Ministry of Development Planning and the Ministry of Armed Forces have been placed under the direct supervision of the Presidency. Meanwhile, the Minister of Land, Air, and Rail Transport now reports to the Prime Minister’s Office. As a reminder, the new constitution, which abolishes presidential elections, has not been approved by the opposition and several civil society organizations. These groups continue to organize protests against the new laws, which they argue allow Faure Gnassingbé to extend his rule beyond the limits established by the previous constitution.",icilome.com,2024-08-21,https://icilome.com/2024/08/togo-unveils-new-government-to-lead-transition-to-parliamentary-system/,Faure Essozimna Gnassingbé,yes,no
"Togo, France discuss Sahel security, regional mediation efforts","(Togo First) - Togo’s President Faure Gnassingbé received French Foreign Minister Jean-Noël Barrot in Lomé on Thursday, as the French official began a two-day visit to the country.

According to the presidency, the two officials discussed investment opportunities, projects backed by the Agence française de développement (AFD), and cooperation prospects in productive sectors. Paris appears keen to strengthen what it sees as a strategic relationship amid shifting geopolitical alignments in the region.

“ I had the honor of being received by President Faure Essozimna Gnassingbé, who gave me a very warm welcome. We discussed the diversity, depth and long history of our bilateral cooperation, as well as the momentum both presidents aim to build in this relationship. This visit reflects the ambition shared by both leaders for ties between France and Togo ,” Barrot said.

Beyond bilateral ties, they also discussed security issues and mediation efforts in West Africa and the Great Lakes region. Togo has positioned itself as an active player in regional dialogue, particularly with Sahel countries, as part of a strategy to maintain relations with multiple partners without aligning exclusively with any.

“ Togo, under President Faure Essozimna Gnassingbé, is playing a key mediation role in the Great Lakes region, as well as addressing the situation in the Sahel, which remains a major concern and where Togo plays an important role. We also discussed Iran, the Near East and the Middle East, and the effects that are being strongly felt in both Togo and France ,” Barrot added.

The talks also covered ways to strengthen cooperation on mediation and security in Africa, as well as broader international issues, including the Middle East.

Togo’s regional positioning also carries economic weight. Trade corridors with Sahel countries account for a significant share of traffic through the Port of Lomé, highlighting the economic stakes behind its diplomacy in the subregion.

In this context, cooperation with France is part of Lomé’s broader strategy to diversify partnerships while maintaining the country’s attractiveness to investors.

Barrot’s visit comes ahead of the “Africa Forward” summit scheduled for May 2026 in Nairobi, where Togo is expected to play a key role on issues related to innovation and growth.

“ This visit also looks ahead to the Africa Forward summit, an international gathering where Togo will play an important role ,” the minister said.

During his stay, Barrot is also expected to visit economic and social projects developed as part of Franco-Togolese cooperation.",www.togofirst.com,"Fri, 24 Apr 2026 07:00:00 GMT",https://www.togofirst.com/en/economic-governance/2404-18816-togo-france-discuss-sahel-security-regional-mediation-efforts,Faure Essozimna Gnassingbé,yes,no
Chairman of Council of Ministers of Togo arrives in Bishkek - | 24.KG,"Chairman of the Council of Ministers of the Togolese Republic, Faure Essozimna Gnassingbé, arrived in Kyrgyzstan on an official visit at the invitation of President Sadyr Japarov. The Cabinet of Ministers’ press service reported.

The distinguished guest was welcomed at Manas International Airport by Chairman of the Cabinet of Ministers Adylbek Kasymaliev. In honor of the visit, the national flags of both countries were raised and an honor guard was lined up.

During the visit, meetings with leadership of Kyrgyzstan are scheduled, along with visits to cultural and industrial sites.",24.kg,2026-04-28,https://24.kg/english/372275_Chairman_of_Council_of_Ministers_of_Togo_arrives_in_Bishkek/,Faure Essozimna Gnassingbé,yes,no
"Togo unveils plans for new development roadmap, public consultations announced","(Togo First) - Faure Essozimna Gnassingbé, President of the Council, used Togo's 66th independence anniversary to set out five principles he said should guide government policy. He also announced the imminent launch of national consultations to shape a new 2026-2031 development roadmap, marking a new stage in national planning under the Fifth Republic.

In his April 27 address to the nation, the head of government framed his vision around five key themes: viewing independence as an ongoing responsibility, strengthening sovereignty and resilience, addressing social needs, preparing for the future through a new national strategy, and involving all Togolese in its implementation.

The three-part framework announced at the end of 2025 — ""Protect, Unite, Transform"" — remains the backbone of the future government program, according to officials.

Gnassingbé said the three pillars ""are not slogans,"" describing them instead as principles intended to translate into tangible improvements in citizens' daily lives.

Consultations with the private sector and civil society

The President of the Council said consultations would begin in the coming weeks ""with institutions, with the private sector, with civil society, with our partners."" The stated goal is to inform government planning for the future roadmap and secure broad buy-in.

The announcement follows the official launch of the formulation process for the new development framework in early April.

The new roadmap will succeed the 2020-2025 program, which was 68.79% implemented, according to official data. It will be drawn up amid tighter fiscal constraints, with authorities signaling a commitment to stronger discipline, sharper prioritization and improved inter-ministerial coordination.

The government is seeking to reconcile security, social cohesion and economic transformation as the country continues to consolidate its public finances and gradually reduce its debt.",www.togofirst.com,"Tue, 28 Apr 2026 07:00:00 GMT",https://www.togofirst.com/en/public-management/2804-18838-togo-unveils-plans-for-new-development-roadmap-public-consultations-announced,Faure Essozimna Gnassingbé,yes,no
Togo rolls out new roadmap to improve policy coordination and spending efficiency,"(Togo First) - Togo launched work on its 2026–2031 roadmap on Wednesday, April 8, following a two-day seminar chaired by Council President Faure Essozimna Gnassingbé.

The move comes as the country’s public debt has fallen back below the 70% of GDP ceiling set by the West African Economic and Monetary Union (WAEMU/UEMOA), although the budget deficit remains a concern. The International Monetary Fund has pushed back to the end of this year the target of reducing it to 3% of GDP.

The new strategy is built around three pillars: “Protect, Unite and Transform.” Gnassingbé first outlined these themes before Parliament, convened in Congress on Dec. 2, 2025, in his state-of-the-nation address, the first under Togo’s Fifth Republic. He reiterated them in his New Year’s address on Dec. 30, making the three pillars central to his agenda.

The April 7–8 seminar marks a shift to implementation. According to the official communiqué, the government aims to break down sectoral silos and promote cross-ministerial coordination, focusing public spending on high-impact priorities and adopting indicators that are visible in people’s daily lives.

The previous roadmap, which included 42 projects and reforms, achieved a completion rate of 68.79%, according to figures presented at the seminar. Authorities said the outcome was partly due to external shocks, including the Covid-19 pandemic, the war in Ukraine and regional security instability, although analysts have also pointed to coordination and monitoring gaps.

The government had already sought to address those weaknesses when forming the first cabinet of the Fifth Republic in October 2025, notably by creating an expanded portfolio focused on public service efficiency and digital transformation.

The seminar’s conclusions were shared with secretaries-general and chiefs of staff across ministries to ensure implementation.

The launch comes amid ongoing fiscal consolidation after several years of pressure on public finances. Following a deficit of 7.4% of GDP in 2024, it narrowed to around 3.5% in 2025, according to a recent Moody’s analysis, which cited stronger revenue mobilisation and lower one-off spending.

Public debt, which peaked at 72% of GDP in 2024, has fallen back below 70%, reaching 65% at end-June 2025, according to official data presented by Finance Minister Essowè Georges Barcola. The IMF has since classified Togo among countries with strong debt-carrying capacity.

Moody’s expects debt to continue declining, to around 66% of GDP by 2027, provided fiscal discipline is maintained and security pressures in the north do not lead to higher military spending.

On growth, the government forecasts expansion of 6.2% in 2025 and 6.5% in 2026, according to projections set out in the budget adopted in December 2025, above UEMOA’s forecast of 5.7% and ECOWAS’s 4.1% for 2026.

The IMF is more cautious, projecting growth of 5.3% in 2025 and 5.5% in 2026. The World Bank said the outlook depends on easing global uncertainties and continued fiscal consolidation.",www.togofirst.com,"Fri, 10 Apr 2026 07:00:00 GMT",https://www.togofirst.com/en/economic-governance/1004-18684-togo-rolls-out-new-roadmap-to-improve-policy-coordination-and-spending-efficiency,Faure Essozimna Gnassingbé,yes,no
Perezida Kagame yakiriye  mugenzi we Faure Gnassingbé wa Togo,"Gnassingbé usanzwe ari n’umuhuza washyizweho n’Umuryango wa Afurika Yunze Ubumwe (AU) mu kibazo cya Repubulika Iharanira Demokarasi ya Congo.

Yageze i Kigali mu gitondo cyo kuri uyu wa Gatatu mu ruzinduko rw’akazi rw’umunsi umwe mu Rwanda.

Ibiganiro byabo byibanze ku mubano mwiza ibihugu byombi bifitanye, ukomeje gutera imbere, banasuzuma intambwe imaze guterwa mu kuwushimangira mu nzego zitandukanye zirimo ubufatanye mu bukungu, ubucuruzi n’iterambere.

Bagarutse kandi ku bibazo by’umutekano mu karere, bashimangira akamaro ko gukomeza ubufatanye hagati y’ibihugu bya Afurika mu gushakira hamwe ibisubizo birambye ku bibazo bihuriweho, hagamijwe guteza imbere amahoro n’iterambere rirambye mu Karere.

Yaherukaga mu Rwanda muri Mutarama 2026. Icyo gihe yakiriwe na Perezida Paul Kagame baganira ku kibazo cy’umutekano muke mu Burasirazuba bwa RDC.

Guverinoma y’u Rwanda n’iya Togo zisanzwe zifitanye amasezerano y’ubufatanye mu koroshya ingendo z’indege hagati y’impande zombi yashyizweho umukono muri Gicurasi 2018, aha u Rwanda uburenganzira busesuye bwo gukoresha ibibuga by’indege biri i Lomé.",www.kigalitoday.com,"Wed, 13 May 2026 07:00:00 GMT",https://www.kigalitoday.com/amakuru/mu-rwanda/article/perezida-kagame-yakiriye-mugenzi-we-faure-gnassingbe-wa-togo,Faure Essozimna Gnassingbé,yes,no
